21 11315 36455
-5.040691532610647
43.34118439072218
-92.10470170575718
-0.6477749660051851
12.38455379350175
0.7314758087085704
-2.252068242705037
-2.209236180618753
40.72121378241271
2.889522401720241
-57.63907770315333
-7.1799884681588
8.400531666869082
-0.7458029019902787
-44.48137168016842
17.91991769714284
-65.47148985799566
-37.52728494254113
23.82526792956286
-69.48235309668398
-84.15527236723308
21.62423614290225
7.435819086318174
-86.73827745505704
-9.68095558853949
11.26162502709617
-83.62432167383251
-8.980179707266966
5.886492385117273
-83.60193288376666
-8.987160551435508
6.268628578019989
-85.85201317679707
-8.875696385881509
8.06514209314796
-92.21185727311662
-8.437666033012471
13.01342824446144
-107.5564180627505
-8.092235664547168
17.88619651706777
-107.5974725083349
-8.142058927781173
17.80816312328163
-83.62038451316901
-6.546543444705767
5.707488541477825
-88.66566104157293
-6.341794694013061
-28.74197891214066
-81.74861655141511
-4.680826405983782
4.637456206531239
29.05748744812205
1.998845869181872
-40.37971881955302
-12.65378980315195
1.388251916042549
0.9445239476699471
-4.811480923445679
8.112694702014343
-0.1241837448063254
-43.30795503018172
22.18003223832462
-67.38584160658222
-86.55415376444039
-12.60304140256776
10.39984550981562
-92.35264229014152
-9.722053956840547
13.23652037998382
64.07730049492133
-13.28867794805766
-86.39189348386529
71.8901374524919
-11.92296735722302
-93.89552323317277
66.03151438433646
-8.58512047878272
-87.49743324913037
62.02569600002506
-8.565054492015001
-80.81403998610442
-107.6431928539763
-5.614639948619868
17.53350199258642
37.31365665558793
-5.317631460193712
-46.84620003075259
30.64740657986522
-4.056260134272815
-37.58887312526841
-1.490114929566216
-0.8711635933695709
-2.117733922842868
-80.55558314725823
6.415583309297473
1.179013599289122
-80.53329876704727
6.362192150635658
1.754727337039316
-86.52313971808213
11.07064462559839
-28.61169874964611
-56.17442295522513
13.30345361598236
-84.15666921905782
-43.06765156230015
24.13099003715007
-68.96544188825621
-110.3238812205407
-10.81234483712772
16.51972396025063
-83.37333028407595
-10.13337345502007
6.100953943479887
-107.4718623018795
-9.325749612554903
18.29178980261313
61.31032513615126
-9.38783205551446
-82.68007656694671
61.31032513615126
-9.38783205551446
-82.68007656694671
-79.23269551154016
-6.303884583136004
-0.3024261636819275
-81.30832313300593
-5.111389197588521
-22.63245847563315
35.52634579688063
-5.183065212294376
-45.52005514202977
2.396491126581973
-3.317272713733135
-5.531279527298554
-5.747238853538137
-0.6669462102846847
0.188537712436888
-46.53861638010822
11.03568363973802
-66.17948262544132
-54.87958687544803
12.9917859668518
-80.72871019563316
-54.86525911311126
12.99630717402472
-80.70024393025247
-78.74941079542189
8.699079678534806
-0.3684325306592962
-86.08594278493973
8.335669600804898
9.59000957322595
-52.7767162489101
13.13954687118783
-75.40079435597136
-52.7092772064946
13.30071309320971
-75.99958832830653
-50.64139340344316
13.26588552594175
-69.98176617762442
-59.36813964409011
15.83797589366246
-96.17251404326868
-59.37173641333888
15.81938149718873
-96.05857475176583
-89.40313404848081
9.372563235078205
10.99145814450986
-57.02037223042547
16.05646312518036
-90.80065387457904
-43.06396175080379
14.99641235379237
-57.36940055690692
-42.87510666375254
18.23815594624757
-60.96690947775564
-92.38142873550694
15.18189518934248
13.16294209625474
-38.81677435793442
24.11869143585477
-70.81780321140089
28.21835108153343
-13.80276555196407
-34.19641206324274
22.75659813353598
-13.1061651195497
-26.88360103851448
68.5272578071641
-14.51291026978366
-89.71629249141739
-3.406116043875906
-11.98981636653345
-0.5910779718132492
-110.0209170621802
-9.37014793714873
16.65176006234908
-1.660986480073242
-11.43544921712009
0.02488457641298106
-3.003044047634124
-10.80597229209893
-1.146037070161196
33.13937333923588
-11.5957113026496
-40.45336517311487
-9.70180573287699
-10.51124504567679
1.252389043783566
61.37753516293127
-12.04669124944656
-81.83938574733121
14.44613290070495
-9.760059090849554
-17.29898964351052
-8.316318747020651
-8.153641746813145
1.067301423608742
-81.40158876439214
-6.262755204073029
3.802043621886949
-81.54673442381167
-5.599788905348135
4.478280048366892
1.84880355045731
-5.151833962410758
-5.201636573163293
3.535697445303141
-3.743396301211497
-7.435725330074639
-8.678532907729995
0.6068354394224318
0.8102366463115886
-51.7701874739507
11.41060765439949
-73.09464240135389
-53.55817819346441
12.58962096168296
-60.22072858574821
-53.7961151224012
13.58803800705355
-78.73295278328683
-82.43278062563992
8.929086630330779
4.84040908781916
-58.13226386619524
16.29311676705503
-92.78963388754819
-58.13226386619524
16.29311676705503
-92.78963388754819
-42.11538222708188
16.68684232956295
-57.59831212977948
-49.68198447762585
19.0767424166267
-70.14458290233769
-51.6196828190105
20.05513878886849
-74.23965574747579
-42.42159157095128
20.84349565210904
-67.69681844031891
-78.10095793016106
18.95169063725599
-2.806503988711009
-78.69814684013582
19.31563325975201
-1.968882278711144
-85.32047995799243
18.59487396358643
7.201551296381197
-79.55125795031098
23.6619930470803
-0.6233383915756758
-85.75233752033213
-9.495057470443928
-5.404921799062707
-85.75233752033213
-9.495057470443928
-5.404921799062707
3.605588391751101
-9.15667491305207
-6.147164400410611
26.6152628404671
-9.251923682816306
-33.3163349468989
-86.81644921487776
-5.347335273443636
10.27619768955159
-105.0497339775173
-4.329333955596656
16.33038328082917
28.21687257753787
-5.154335183715223
-34.18947408386611
0.1473061787307764
-3.4386131640338
-3.542579751273201
0.1556709975249194
-2.301013105541432
-3.586384619393919
21.14592489890689
2.116680963488829
-26.61332879584971
-1.333468773399437
3.422304765692646
-3.113588452934423
2.42854534502797
5.039514113432354
-6.106646999310996
-82.44067677460811
7.525822903926887
4.789319225182938
-59.42233533042157
13.624387311657
-93.65948245551192
-44.93044793977563
12.46539887838186
-55.92436146452728
-9.247337105742751
8.650823551841793
0.7700009642740641
-76.9910515246883
11.56126798315134
-5.273561912424792
-45.93668284395397
16.44982095019182
-66.5325349714898
-46.60451419858477
17.33884564084567
-66.86231248249273
-45.56990136972374
17.80944023590107
-66.1870430141132
-8.910828373837145
12.14314240555681
3.110303009167586
-80.65229214654391
19.49295432832306
2.0928508360067
-77.52496357381592
21.35731285842007
-2.949062644000056
-81.65237088356446
21.64335677217959
4.23266472174191
-82.42005634472042
23.09692679213452
4.262362014100433
-107.6948855479997
-14.05317723970276
16.58514213686063
-84.59855662529279
-14.86065125992685
7.368390422929729
-104.6479868243114
-13.28934224273021
16.73948365730836
-85.68653449047953
-13.36696335419631
8.601388989698146
-94.0014488750919
-13.02722758969571
16.15617732087042
-111.8701887393239
-11.40951685236079
16.10862562211879
33.44049943698202
-14.51195263173758
-41.93564898078353
1.23013849506889
-12.82881059664398
-3.64409825481292
-95.20301175467856
-10.39288473293047
14.85581700785083
-112.3017109222498
-9.560627210136714
15.85525468283886
68.28072042275267
-13.66131463648322
-90.61280809949582
13.1328496587118
-11.5249792192276
-16.03197356924754
1.541429597897015
-10.99428226860244
-4.200455168023421
-10.09309129544259
-10.24552653845133
0.5788376966652119
48.44974880637223
-9.646585495490335
-62.92990125013775
13.04423031867689
-8.547122049000153
-15.22041172917235
-2.557266450865197
-6.277192873595849
-0.841540877331591
0.4488980120874591
-6.154213900186025
-4.317698793063548
62.04782403002336
-5.869418762130146
-83.64912939376127
-13.04735297136745
-5.385744022953019
1.808805568655066
-90.04508134477763
-2.686261426969832
11.95961741788694
7.598061303055545
-4.222217329171639
-10.49010615857643
-92.61877874851774
-1.915340764487792
12.64066205453932
5.537376514861001
-2.488236255468207
-8.905954273584886
39.17226250902547
-1.318317030176921
-49.94179226089891
-90.97318595920396
2.114808339329926
12.23221717461296
23.39968471192861
1.559831910473825
-27.64893688192644
-84.05288503479194
3.131331223798693
7.229577056908561
4.960871750437573
2.699236305549576
-8.439484734425204
24.33024663744744
3.539249150849271
-29.76123826646789
-81.59974809808136
7.056894008920149
4.311718555617389
-47.40182443530732
11.58080605717987
-65.53443807676784
-43.9081587736808
10.83164675788803
-54.29903165599759
-86.10806558531847
11.89464104027118
-29.1461022992973
-56.89064544432876
14.65383652661076
-86.61233728222849
-56.8721893873208
14.68004559584129
-86.99549205824438
-49.83061710396626
14.1587276583579
-68.70189061887837
-51.94092800000436
15.04930924531243
-73.5875491140562
-49.07325436902379
15.22944916889677
-66.30427019207316
-50.37248182549069
15.7992338158463
-70.79437252354086
-82.67990402303181
12.26796327705572
4.548679122817647
-87.20812100350211
12.0402233671088
10.16804102526909
-6.919557674533272
10.60828301418622
0.6567883121497158
-50.52506754171654
18.64252478322118
-70.66614656919373
-10.9454015309599
11.64802175229102
1.03589280080851
-80.47888130673859
14.56271923775868
3.277140237427049
-44.70086104482566
21.06468886387144
-67.18518001240325
-37.22271598334758
23.12391597029059
-69.34504853851121
-37.678280396475
23.50898552425578
-69.91118874667235
-37.74374677942786
25.12188855909985
-70.67140879532167
-80.91940777624805
19.04577123851072
4.402829109768619
-83.67631153740183
21.21201629848149
6.382235409626626
-76.62935313470564
23.48712453957192
-7.838535719232611
-87.452932727488
21.87370816859173
10.12835689335372
-88.3017869765084
21.86941172327801
10.9160912300437
-85.32178831545792
-14.96956127259723
7.724264299816944
-91.08684536594485
-11.99977577966177
13.20611937732139
39.17077750456873
-13.93862192001512
-49.35938976093499
-97.21919642835817
-10.31926204013094
15.69267304111374
31.15962530949219
-13.36465328497587
-38.28245830820187
13.28698645697063
-12.48172996488811
-16.3010166517054
2.055265956867027
-10.82699857461408
-5.184617426185059
-0.2875438279036472
-10.67139480575257
-3.090428682799649
-3.634613753205225
-10.55966234693785
-0.8958801994925862
8.417177881618384
-10.11603878854483
-10.20323237510206
25.3260759693979
-9.92075929115118
-32.04288198549511
-80.19300014193
-5.952514516244093
0.873511046400511
-82.09830023581736
-5.457796608064895
4.89958547870548
1.366056471231629
-6.149709216486033
-5.02861922471286
12.38739578247804
-4.819905043971318
-15.91225408323751
-84.77817431619714
-2.902544813266743
7.846593017864159
-92.01322405573079
-2.634136230969331
12.86460696171839
-8.498847476048265
-4.267405201017634
1.412828197992241
-9.585812629308622
-4.295902211090397
1.355038654897504
-97.69433940856366
-2.097354013025439
15.12805769304286
-101.8088537088541
-1.359789187595987
16.74077966796315
3.017515549075317
-2.819861690407767
-5.267371126410345
4.280428244585162
-1.239514591179191
-7.138926974203662
-80.28323569540828
0.943335971160442
1.277722726118069
-87.77155189294864
2.925326619232936
-28.69848586602119
-0.6417090826219067
-0.8349036759653521
-1.393200754788227
0.164173716375534
-0.5600155736664095
-2.932151546321209
0.164173716375534
-0.5600155736664095
-2.932151546321209
-92.54890082152738
2.179162205132445
13.21146627937412
-91.79271140507628
0.5674584554047613
46.51330936000492
-103.2216806399829
2.543934183795723
15.74203079072931
0.313573003264905
2.073841697717341
-3.131008403049742
-5.081526493031268
2.244866999388834
0.6561421026430085
44.94988714479275
6.839973313965414
-65.1668898355413
-84.27218901164879
9.551889603217708
6.910928932962741
-54.62891600463382
15.4432620011121
-80.8833440794152
-87.2630022942683
10.11179257271873
9.926290077827931
-50.28724578587764
15.17892882942956
-68.93113086096251
-95.03157679131546
10.58852523489423
14.0868618217621
-12.51667340384494
9.099214014945284
1.232829790852069
-86.73664219552209
16.28681601484895
-28.48425536705037
-52.26086210017824
18.57140759561704
-74.97162039088961
-42.29366300250358
17.2133058954878
-57.45087218344673
-12.77658855123232
12.03185194679832
-0.9796505786348478
-10.69746886770076
12.69005267605167
1.358698571095775
-46.33448838856101
24.10065427934211
-70.60985344497053
-87.62261271559322
-11.76842471622695
11.14164389575516
-90.89062094391657
-11.67751998019285
13.2523719446694
-98.27979406025739
-11.1371228881174
16.26713791934151
-108.9937241089938
-8.834029393740067
17.34051295540364
-94.48507772705487
-8.49109928710809
14.84426412859959
-94.4869170460592
-8.510208973016088
14.89876692429413
7.407024747836256
-9.950349211947101
-8.419768776483933
-7.148514217547808
-9.116095503871668
0.5150387657658501
3.272257871176805
-8.664576058967043
-6.913235135399546
6.823595076371784
-8.624477718959065
-9.532721792228111
-82.12028306573285
-4.622738102227969
5.119224530477283
-86.83423391752999
-3.827961520177578
-28.32839062590232
-79.07372388367504
-4.372800507271876
-0.01420590399569211
-82.55202010631199
-4.110488007740071
5.858933143717956
3.291799554690819
-5.683044938298112
-6.961057861083336
-83.64380717275134
-3.594294240614093
6.157602468839269
24.54998893665134
-5.0811274153921
-30.76254725782073
8.190411602603541
-4.41495950688248
-11.83828930177984
3.435114799097834
-4.313986560862451
-7.607858624878869
11.30375350992844
-4.10053428992624
-13.67815497780235
5.523142277561106
-3.561748420771409
-8.022225797877699
-78.26254109351049
-1.232280294500396
-2.089099667276563
-87.45318269250311
-0.2389449459129124
10.6102145852991
-86.73308878844465
1.97555865201614
9.563812311407961
-93.45932269570824
2.204195067975053
14.1238218266604
7.105240728383773
1.209293367719672
-10.89518955008959
-90.09605561917506
3.10281047114528
11.8012158912552
-7.446356195401671
1.804181800366583
2.07325723589192
-7.125115883904329
1.990187388697413
1.92255302599303
-98.13223724477238
4.227885144520478
15.26453749351173
-48.8914368521277
10.69821671114204
-65.32627565901878
-79.87196036293261
10.64941350608496
-8.654747962249798
-52.36162618674542
14.24224519624089
-74.3371068881557
-87.8792255776288
9.751750620427869
10.0875146869786
-53.85824778069071
16.86047089298587
-79.34814585982788
-78.03549094477896
12.20251507838542
-2.472015748343117
-78.55886668136183
13.2969280555738
-0.9604830266961785
-43.09715098549103
18.31070603127641
-62.09727554772785
-43.70596248501481
20.67639225896746
-67.66927075660638
-43.78831823454557
20.98639083499621
-67.68279104160781
-77.94674459371879
17.78317279558111
-2.715105534861158
-38.1138769186766
23.45680339844835
-70.02636924601224
-36.5317036562741
23.67183352159546
-69.20353999573857
-77.90045566533408
18.34534386853908
-2.861875656275932
-78.66623407897448
23.35733626432349
-2.158990384993497
-19.43676115762201
18.03853910596776
-25.85563918084507
-80.52557670110585
20.03672288089278
2.706765502100742
-2.49228007463858
-0.9139061316094654
-1.320570748120081
-13.18809791754015
9.555716576564127
0.6658291423355092
-0.3741471549300514
9.929182980527377
-3.971506160348135
38.22235667719401
-11.95884897390075
-48.16165900251485
8.168839990892261
6.689374645348522
-17.44228771597552
1.62170300123591
8.272512647802326
-6.143795244706195
9.440643415053387
9.897693424245986
-23.72720996518436
-97.22474676925096
-10.32631638055732
15.64826256341266
25.71950724160337
-3.455742318978653
-31.87337111052255
32.85439330643289
-2.934448418839712
-40.64231857281838
-8.999289062602433
5.103076954472474
0.7480513295652315
-23.18638515658898
16.08976643267869
-21.35576952367896
-0.7849491050767013
13.46168574932937
-9.010488244307231
38.24285689627775
-12.46630522779239
-46.96623030633003
39.65385991497822
-12.00427372854288
-50.0162130036888
21.04614637505603
-9.599676028873178
-25.06736362182133
-11.4462355309035
10.27058669485908
1.077035427762656
25.0173459568663
-13.12158886174848
-30.55082846035377
22.94767050311065
-12.52201170839012
-28.25488308781045
19.98769398331654
-10.66177027893521
-24.90834576262383
26.97745736855438
-2.902130258639069
-33.70273289147158
-8.531454859962752
8.549287357285392
-0.1615675024601194
14.30345607736303
9.454474028620846
-35.78469995453096
-5.05917515768365
9.283226192890707
-1.224691393949217
37.30625037294535
-13.16625503730672
-45.86295949250891
35.38600257866493
-9.411874148444451
-43.67494865800641
29.46490357533337
-6.581131994987793
-35.62269986980208
29.46490357533337
-6.581131994987793
-35.62269986980208
30.26645467196292
-6.170488464291357
-36.99324276205378
30.8852790731491
-1.846301883679417
-39.85488626701815
31.99303534613374
-0.578278517791558
-38.73082511316331
-1.061508529612354
1.805883632106843
-1.37261300632529
30.841791673006
0.6020161908681134
-37.51698453691278
31.0092132873006
1.297240431090313
-36.98790530164936
31.0092132873006
1.297240431090313
-36.98790530164936
22.97984603636124
4.022730648340353
-27.96183490579479
23.87082034559928
4.765399933587378
-28.72858912132525
-4.950202007742761
6.299059035371279
-1.123198773751664
0.2345872263386968
6.62821813561391
-3.48304210750585
-3.057821327461409
7.102177979527353
-1.538768255929875
-2.758312641710508
7.267312694287202
-1.322382460958115
-3.079886828201824
7.817333499851513
-1.44839932055178
28.57202539091599
8.561384528988681
-42.57108786155393
28.79952183663778
8.819478239729332
-42.35309912345728
1.680183131711863
11.55402585861377
-5.893319820846225
-22.12991851507312
21.14936276516233
-24.71688459660612
38.39415559423816
-12.29898644721764
-47.93762458000771
35.0422257218121
-9.183225841376778
-43.44779380865736
42.52887071238016
-9.086309151642993
-55.7852840849043
27.38511305368253
-4.808208781902787
-32.84577542524272
32.28818736679509
0.03884969007230688
-38.79175439709338
-6.357539406945379
8.376277930020771
0.05625788536188962
-9.346263836150943
5.869621969363294
1.518362636068236
48.59601918765122
-15.79768825192785
20.05577386187689
47.69972584793711
-14.68130583032076
19.48910577183181
7.703780237130791
-9.624522787629665
-10.11140905885134
-12.53240653243233
-5.73249262535906
1.506830573366579
206.6696174595224
-11.65681498230597
-329.5825321156458
47.1619460701399
-11.09803053464434
20.03134114438861
46.46112412319187
-6.046849602878375
15.56943750865609
41.69070157502489
-8.235050448805175
-53.0825512989849
43.00262740139902
-6.090044385094486
-54.67607862754527
45.61089870809026
-25.95670742425146
14.26409239100335
210.8187444915095
1.529372677661264
-343.5702447987497
210.8187444915095
1.529372677661264
-343.5702447987497
214.4818171423856
13.71496788878568
-352.3967975769953
48.18873492492006
-11.33366504670452
20.69572986676217
48.2377133422154
-9.067341520822181
19.18157009151515
48.58872352773392
-3.958753302198407
21.04857941374391
49.40714667885224
0.3217746268289444
21.04535561239461
-4.001171103769845
11.35144338025477
-0.28290312056395
157.8790979539166
-15.50388214182711
-253.2061108602146
47.86426074987617
-16.03096251862979
18.85650720539413
158.6677771228833
-8.521786047264419
-256.1388938522946
214.5951832807257
0.994534909404464
-340.7333918094567
47.94576787588333
-12.24411403369258
21.21287577993252
47.64938039235337
-11.33928399737759
19.7338190172977
46.81813804459362
-7.465688451733294
-60.57956234428021
18.91760770572216
-8.841133087682429
-23.06446969992654
49.02561840026529
-3.973634877528645
21.62756392399928
159.0534324637879
-19.19818998498642
-256.4281756763863
159.4637470254752
4.540431030102924
-258.4279814823069
158.202296192947
5.653006440839608
-257.2802490026727
48.96316890745815
-11.32504761128393
21.23420941223345
47.71172337214295
-11.18695382401993
20.12418148347617
48.74766219826217
-11.14808133865385
20.91169262726592
79.21559511811004
-2.784092508967527
-112.4496322267439
46.2874630178233
-7.655081571300773
14.38436183444987
30.49925674329911
0.4588307906919639
-36.27770836960008
48.16947334269225
-3.99643984062291
20.90445316484204
-8.656414395952213
-0.8505979321775817
0.5436114804609102
66.12618401258401
-26.34599416934042
-84.54429815835496
47.97035873755853
-14.02440742693869
-61.71765386712427
57.72831684812394
-12.20408679709154
-74.86743188910003
25.07798187980017
-14.26156320081978
-29.95747560387373
49.22267437188983
-11.93416894059507
3.746794576482655
158.2009294131601
4.463026441978044
-257.2506143023567
47.63810944751126
-11.18486239397273
19.62459939475154
22.876323097846
-9.802073381507133
-29.46352188638447
19.61509250211667
-9.574659422301428
-25.29294367351588
37.38618615551005
-2.36392164851377
-47.16753574950066
32.08003943306854
0.3353119873324878
-37.9433977157499
31.51255909536373
0.3821405626903253
-37.8674745611531
45.89869925166897
0.8505316768144744
15.46928477369668
22.74711487997137
6.514683429158588
-28.35255912502977
17.68032955909576
9.583845286514126
-31.42410965341536
-11.3329582468902
1.843799363388406
1.139881858163299
158.4759350661544
-18.73339002460519
-255.9990778459035
32.7339538399506
-14.84954848146287
-39.87849688201799
210.1285596172443
-0.4153300248359297
-344.3187294311538
25.92281235328855
-11.88533685961672
-33.1308246506056
157.5985115569483
9.918889614358745
-258.7027691899737
78.58081231451281
-1.306376350421177
-113.7050725758211
18.58588592756651
-8.908223926192909
-22.64453853132033
31.09764838726657
-5.220428719827559
-37.90355786985667
30.84316867391862
-0.9645893759211296
-37.45742432203549
26.22978546591271
-0.9012420321657715
-32.85342951512682
26.22978546591271
-0.9012420321657715
-32.85342951512682
24.35797913897912
1.761885154751764
-30.30526405941491
48.53074659679702
-0.3365349611372757
19.98084257128161
23.75228465769726
5.023544300948402
-28.37992102618799
46.06772365250557
3.201769079081967
12.26490003633811
17.28790688197218
9.087660974143581
-31.85825865274228
46.51551612058167
-0.8896553735001228
18.44668630840573
48.77706677294837
-11.2210652827661
20.47374678610524
48.76236570223887
-9.799646866186171
21.23239967976939
49.29293927312652
-0.1114757936441494
20.06488498674789
57.52029927387786
7.368637552965517
6.980301813830983
49.02549523332153
-10.94407974559005
21.01303395706254
49.08124412568889
1.134017315154731
19.79403555320491
-112.1895935621214
19.38814941670601
15.51581853690457
-100.9707672886634
19.35733632672658
16.21383553873518
-109.5437067056948
26.99288376551808
14.23771974621915
-111.985392625586
16.60464545921426
15.82880294839404
-100.8193377232545
16.80475406326037
16.09177685947975
30.74141283915566
-0.581933250443207
-38.0157725590129
-94.29336437820871
22.16366995789866
14.13556678634991
-103.0054191779189
22.40755293200259
15.99977339545427
-103.0054191779189
22.40755293200259
15.99977339545427
-106.2378216375753
32.49125098782853
13.231307611606
79.94378517399272
4.350721933299655
-121.7295368290316
-116.5686454487069
18.68228855434259
14.67075798788684
-111.6111260437701
20.90922434117867
14.72200098372339
-103.0604329906078
20.81528862755422
15.59899194744214
-114.1005973198645
22.3945079140489
14.88651545720029
-100.3519335854485
24.08108804451458
14.96862488263061
-117.4852683707955
-3.477107539612386
14.12039514330525
-117.4852683707955
-3.477107539612386
14.12039514330525
-118.4706020730246
2.107364316519043
13.87453430280534
-98.86543476333263
14.11576535011599
15.69859265151897
-119.5354582426092
24.35695652436694
12.93465808201569
-104.8218240124144
24.7693808541494
15.4380718875767
-118.122187801072
26.80459983469648
10.8132699855088
-108.4655649382301
26.06180409632343
14.52894755634421
62.62876729000134
-4.078582426543361
-86.01764353169484
-113.6699676831896
-4.388192384155794
14.9949713143428
-115.9422631365499
-4.322786528262499
14.29482691292024
-107.7992603734925
3.791385189305416
16.8889914351039
-102.9373327037297
8.991902796738168
16.33646290854438
-101.7598715077161
13.94252267668885
16.11039611625961
-117.5083443458509
15.61989808716153
13.91494889865897
-114.6423835709535
15.55676187699658
14.65409668662324
-104.8255139543555
26.47053547285543
14.85912491544316
-111.6594001911089
28.38327623983614
14.01782223121035
-101.0860959854143
28.67162699974863
13.75912000330043
75.73182332621707
6.751777902556298
-115.9553825766557
-110.7432724243474
-2.832093691525366
16.4385333998776
46.48691622669214
-3.080067050274365
15.2526744608282
-101.2873129860496
1.805257826363926
16.33643529645286
-102.4716669223613
4.121656356837312
16.00315784039146
-7.416530865762333
9.363825017048056
0.5344545158693177
-105.121727063916
9.674168721224209
15.88038040859705
-111.94908764161
9.956905861047886
15.31909728870628
-41.02932300937882
-7.705312694650906
120.4979431239631
-92.64508211413811
24.21004066323116
12.44508766456948
-95.64734965362254
24.90215292402552
13.76088933840258
-97.00926579461154
25.19528605874113
13.0182583529025
-101.4398741026966
26.55331890474455
15.21548951788287
-109.3593031127639
28.09974642562552
14.49897328998181
65.33038391660938
-7.291968363491886
-87.31034169118765
67.35397273528902
-6.472369400906317
-89.78309970223515
46.70102946340951
-8.966606413996665
14.56760267510389
43.19451368571247
-0.3406534361151886
-55.78600578975801
-116.2262702110592
-4.255230024494671
15.11848781885113
-110.4095002736178
-2.250072699073816
16.41811891048942
-111.2887822484151
-1.639825532414905
15.50768261498725
43.50835725605714
5.895962128194773
-64.44867485068283
-110.5973960409479
3.605470197355217
16.38018451982303
-102.9392829883132
8.286204150821783
16.14708081762375
-111.4074103347484
10.53488721882398
15.29847618712739
-111.4074103347484
10.53488721882398
15.29847618712739
-103.8741728901759
23.41913015038457
15.90892080302092
-94.85849332663561
24.42798022737716
13.48936470448252
-95.97598829182256
24.31322117934374
14.2189180639423
-100.9134892795878
25.07438383793262
15.72172558742573
-116.8502536041369
28.05551296079754
11.80403706651725
-97.56864097788201
27.92786764491139
12.0463669386673
-100.3823742828597
27.64291771660148
14.08939485600182
-109.8620537733165
38.2801931511662
11.16544164224772
80.34013045881179
-2.048161510483006
-113.3939448271324
79.46885083710256
0.06350283628754486
-114.1447402998838
45.67607069324362
-3.031263183688343
-58.82765442778029
49.51194883867667
-6.365337895683853
21.48890531346877
41.84365147566024
-0.2194112666734621
-54.16832623109362
75.17946253579265
8.473633042376751
-119.1407924932927
46.28438589008789
-2.478293617292155
15.40570646273491
46.42390166928372
-2.460404104810333
15.15931799707597
79.7631655275398
11.29647461154425
-121.793612511394
78.39077302526093
11.46463034960922
-124.1107554088537
-101.6298022554793
4.667247081948349
16.47127718493734
-103.116707051158
9.287835886443693
16.19096275737348
-105.177630748703
13.70695142919635
15.25248647845097
-113.37030916458
15.53340521599615
15.04722362336765
-102.5863235024479
19.44889572002103
16.12532527226002
-103.4987371001544
19.55263030375379
15.55372789054483
-101.3155837440784
21.32944296869028
15.77088068076988
-96.33859446901639
21.78180844422548
14.39064252784509
-97.77534701279221
21.8056194257723
14.88486057613418
-99.23162950643759
21.87608579880725
15.2166842494055
-109.7772423820847
23.53630192023981
14.86077560483209
-112.6031881874256
25.14979481861873
14.80512695498573
-116.3589295218803
27.60154121613498
11.76654293993216
-107.7385870242591
29.291631745256
14.65626347035713
-99.09270850298482
34.23405484254695
4.323146212741177
-101.975202441024
37.78255313952255
0.3172740771453747
43.06199818425269
-6.090885113492543
-54.88522690808589
79.73239816631877
-1.778913667684662
-115.3183268998732
79.58523800790552
-0.8023219900205039
-114.3513661913281
78.90190772139751
0.4142231638895732
-114.5076972800177
-101.6881175991085
-7.740798757982817
36.36210285880202
-114.6994616444883
-5.96216269522925
14.84839556744264
75.4613315026651
6.972220091386826
-117.8985550065595
-101.8848625553524
-0.7451521457016427
16.50755584380376
-101.4084603887208
-0.4542051344903081
16.34396550701081
-119.625151658117
0.4559272866443938
14.73867253062226
-110.6883962234031
0.4181081465734373
15.86461105197455
49.29071704194661
0.7823267435532995
20.7383389126406
-6.784834965299202
10.68666734425017
-0.0684918163213374
-5.780782466290572
11.71527749189472
-1.628471850912571
-112.6915623804081
10.292087456949
15.34212756898283
-112.6922044390565
10.29682487992453
15.32654665326628
-113.507894506874
10.29176133788296
15.21706983628796
-113.6404519392009
10.34255130300955
14.96961028652286
-101.4778114518381
10.19365375005579
16.42720417972333
-101.4778114518381
10.19365375005579
16.42720417972333
-101.4269845172981
10.75653235088666
16.4085035392533
-101.4269845172981
10.75653235088666
16.4085035392533
-40.18514444021673
-8.855374220238335
121.1189828666279
-101.4717374735456
12.39662516758569
16.2396734664027
-101.4225456584043
15.28197966237833
16.08815557529804
-120.1290790241207
21.82126036025106
13.52344070299302
-107.0789003214783
21.25777521905146
15.82233375461118
-114.8120434723025
22.03317383245406
14.32750954338397
-89.39746122210825
22.45708632184468
12.07068144700518
-101.1245448367601
21.88629391821825
16.02162067074343
-110.0228257054002
24.87447366324777
14.76046536282948
-101.0089223714062
24.75385435131448
15.50953451762357
-107.969483397516
27.60992336865851
14.73822627881797
-110.1580686983575
29.2682566239349
14.52294575520388
-107.1469783892446
29.57525493658781
15.03209454684257
-103.374059993386
29.51941122981875
15.35166131525273
42.79688354167173
-4.875424731002722
-54.93757598854906
79.93789505435282
2.047781264609154
-116.7768866927454
45.95092982882419
-4.78797914378521
13.3058585954451
-100.9381192561491
-3.199680713420149
16.51092748501364
-110.7541833049754
-2.989435590326133
16.04140019787926
79.69863936440719
9.934338924614593
-123.1225232553621
-100.5037651193778
3.36035799585476
16.06512824520622
-103.0938358509734
4.054543637917268
16.41835711734263
-112.6704004719491
11.42666706985562
15.22809292284336
-112.676177722672
11.42891539752216
15.21812432615846
-118.232251004629
14.68572486928362
14.15123231579941
-93.0465162450444
15.33402836144303
13.67982500313852
-105.2096305959367
15.26635837440134
15.80309894819114
-113.6443275981132
15.59917729042259
15.35881681504804
-100.0136988222939
16.46506640130203
18.34273127570481
-109.7190054068879
20.61432381304106
14.99056147090166
-104.0046600414141
20.5740195997396
15.554564650694
-93.30972195997263
22.63602539951403
